name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Barselona,2023-06-30T00:00:00,20.9,20.9,16,73.5,0,0,,0,0,24.1,13.8,74,1016.1,12.8,16.6,0,0,0,,Clear,clear-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-06-30T01:00:00,21.9,21.9,15.4,66.59,0,0,,0,0,14,13,345,1016.5,25,18.5,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999"
Barselona,2023-06-30T02:00:00,19.7,19.7,16.3,81.02,0,0,,0,0,51.8,15.6,23,1016.7,46.6,10,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08176399999"
Barselona,2023-06-30T03:00:00,19.2,19.2,17.6,90.39,0,0,,0,0,16.2,6.6,266,1015.8,40.2,14.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-06-30T04:00:00,19,19,17.1,88.93,0,0,,0,0,23.8,11.8,308,1015.6,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-06-30T05:00:00,18.7,18.7,16.9,89.1,0,0,,0,0,23,15,319,1015.6,45.6,14,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-06-30T06:00:00,19.3,19.3,16.9,85.71,0,0,,0,0,15.1,11.9,332,1015.6,75.3,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-06-30T07:00:00,19.7,19.7,16.5,81.63,0,0,,0,0,13.3,11.8,292,1015.7,88.7,16.6,18,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T08:00:00,20.6,20.6,16.5,77.37,5.7,100,rain,0,0,3.6,10.4,293,1016,85.8,16.6,27,0.1,0,,"Rain, Partially cloudy",rain,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T09:00:00,21.4,21.4,16.1,71.87,0,0,,0,0,15.1,13,295,1016.4,75.4,16.6,85,0.3,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T10:00:00,22.8,22.8,15.9,64.88,0,0,,0,0,4,8.7,304,1016.6,62.1,15,277,1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T11:00:00,24.2,24.2,16.6,62.34,0,0,,0,0,8.3,10.8,303,1016.6,46.5,11.7,426,1.5,4,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T12:00:00,24.8,24.8,16.9,61.45,0,0,,0,0,20.9,10.5,257,1016.6,66.7,16.6,697,2.5,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T13:00:00,25.4,25.4,16.5,57.96,0,0,,0,0,23,12.6,232,1016.7,35.4,12.7,829,3,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T14:00:00,25.2,25.2,16.6,58.74,0,0,,0,0,20.5,11.4,172,1017,70.3,16.6,680,2.4,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T15:00:00,25.4,25.4,16.7,58.61,0,0,,0,0,20.9,15.3,149,1016.4,66.7,16.6,792,2.9,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T16:00:00,25.6,25.6,16.8,58.22,0,0,,0,0,19.4,18.1,154,1016.1,66.7,16.3,755,2.7,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T17:00:00,25.6,25.6,17.2,59.81,0,0,,0,0,18.7,17.9,163,1015.7,37.6,16.6,646,2.3,6,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T18:00:00,25.1,25.1,17.3,61.84,0,0,,0,0,19.1,18.9,169,1015.1,41.3,16.6,513,1.8,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T19:00:00,25.2,25.2,17.2,61.06,0,0,,0,0,21.2,15.2,180,1015,41.3,16.6,346,1.2,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T20:00:00,24.8,24.8,18,65.92,0,0,,0,0,26.6,15.1,164,1015,63,16.6,175,0.6,2,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T21:00:00,24.3,24.3,17.6,65.93,0,0,,0,0,24.1,13.6,168,1015.4,56.8,10,43,0.2,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T22:00:00,23.8,23.8,18.7,73.42,0,0,,0,0,25.2,14.2,189,1015.7,38,15,7,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-06-30T23:00:00,23.5,23.5,19.4,77.64,0,0,,0,0,25.2,13.4,192,1016.6,50,14,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T00:00:00,23.3,23.3,19.2,77.73,0,0,,0,0,23.8,10.9,186,1016.5,25,14.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T01:00:00,23.3,23.3,19.1,77.16,0,0,,0,0,20.5,10.1,166,1016.2,41.3,15,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T02:00:00,22.9,22.9,16.9,68.78,0,0,,0,0,21.6,11.6,81,1015.7,61.2,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T03:00:00,20.6,20.6,18,85.07,0,0,,0,0,28.4,17.4,81,1016.5,73.9,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T04:00:00,20.2,20.2,17.4,84.32,0,0,,0,0,29.2,11.3,62,1016.6,50,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T05:00:00,19.7,19.7,16.7,82.52,0,0,,0,0,28.4,7.6,52,1016.6,83.3,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T06:00:00,20.1,20.1,16.3,79.13,0,0,,0,0,19.1,6.2,9,1016.6,56.8,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-01T07:00:00,19.5,19.5,11.6,60.43,0,0,,0,0,15.1,12.7,330,1016.6,88.7,16.6,27,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T08:00:00,20.1,20.1,11.4,57.21,0,0,,0,0,42.5,13.3,337,1016.6,57.9,16.6,73,0.3,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T09:00:00,21.8,21.8,11,50.29,0,0,,0,0,27,11.2,312,1016.8,50,18.6,240,0.9,2,,Partially cloudy,partly-cloudy-day,"D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T10:00:00,23,23,11.4,48.17,0,0,,0,0,42.5,13.9,334,1016.7,41.3,16.6,461,1.7,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T11:00:00,24.6,24.6,12.8,47.78,0,0,,0,0,19.8,7.1,318,1016.3,34.4,16.6,519,1.9,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T12:00:00,25.2,25.2,14.2,50.59,0,0,,0,0,9.7,11.8,184,1016,25,16.6,712,2.6,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T13:00:00,25.6,25.6,14,48.64,0,0,,0,0,21.2,13.8,201,1015.7,25,16.6,788,2.8,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T14:00:00,26.3,26.3,15.1,50.02,0,0,,0,0,23,12.2,210,1015.2,16.2,16.6,831,3,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T15:00:00,26.7,27.2,16,51.77,0,0,,0,0,30.2,16.8,176,1014.6,0,16.6,827,3,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T16:00:00,27.1,27.6,16.1,51.18,0,0,,0,0,29.9,20.6,174,1014.3,11.9,16.6,770,2.8,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T17:00:00,27.1,27.4,15.3,48.52,0,0,,0,0,29.2,19.4,189,1014.2,0,16.6,672,2.4,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T18:00:00,26.9,27.2,15,48.25,0,0,,0,0,29.2,19.3,189,1014.1,68.2,16.6,521,1.9,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T19:00:00,26.6,26.6,14.9,48.51,0,0,,0,0,28.8,21.2,204,1014.1,100,16.6,382,1.4,4,,Overcast,cloudy,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T20:00:00,25.9,25.9,15.5,52.57,0,0,,0,0,30.2,21.6,210,1014,10,16.6,228,0.8,2,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T21:00:00,25.1,25.1,16.2,57.74,0,0,,0,0,29.2,17.2,212,1014.3,29.3,16.6,45,0.2,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T22:00:00,24.5,24.5,16,59.34,0,0,,0,0,26.6,14.2,252,1014.7,42.8,16.6,9,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-01T23:00:00,23.8,23.8,16.4,63.2,0,0,,0,0,25.2,12.1,253,1015.3,50,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T00:00:00,23.6,23.6,16.7,65.51,0,0,,0,0,22.7,9.7,248,1015.6,63.6,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T01:00:00,22.8,22.8,16.7,68.76,0,0,,0,0,19.1,4.3,267,1015.6,84.1,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T02:00:00,22.2,22.2,17,72.77,0,0,,0,0,10.1,5.9,238,1015.3,30,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T03:00:00,21.9,21.9,17.8,77.38,0,0,,0,0,9,7.7,212,1015.3,52.4,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T04:00:00,20.9,20.9,16.8,77.36,0,0,,0,0,4.3,5.5,319,1015.1,26.6,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T05:00:00,20.9,20.9,15.3,70.08,0,0,,0,0,3.6,6.4,333,1015.5,27.9,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T06:00:00,19.9,19.9,15.7,76.91,0,0,,0,0,7.6,9.8,323,1015.6,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-02T07:00:00,20.9,20.9,15.9,72.97,0,0,,0,0,13,8.3,322,1015.6,25,16.6,15,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T08:00:00,22.2,22.2,15.9,67.7,0,0,,0,0,21.2,9.7,29,1015.7,27.9,16.6,119,0.4,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T09:00:00,23.8,23.8,16.4,63.12,0,0,,0,0,24.8,7.2,15,1016.5,50,16.6,281,1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T10:00:00,25.8,25.8,17.6,60.5,0,0,,0,0,24.8,9.1,64,1016.6,35.4,15,435,1.6,4,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T11:00:00,26.4,26.4,18.2,60.63,0,0,,0,0,24.1,8.3,94,1016.4,40.2,16.6,653,2.4,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T12:00:00,26.6,26.6,18.9,62.36,0,0,,0,0,20.5,14.7,113,1016.1,26.7,16.6,703,2.5,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T13:00:00,27.2,28.4,19.2,61.93,0,0,,0,0,20.2,19.3,112,1016.1,41.3,16.6,790,2.8,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T14:00:00,26.8,28.3,20.1,66.52,0,0,,0,0,19.4,18.1,115,1016.1,36.4,18.3,830,3,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T15:00:00,27.2,28.8,20.2,65.45,0,0,,0,0,19.4,21.5,126,1015.7,35.4,16.6,824,3,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T16:00:00,27.2,28.9,20.5,66.76,0,0,,0,0,18.7,22.4,119,1015.6,35.4,16.6,766,2.8,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T17:00:00,26.8,28.2,20.1,67.01,0,0,,0,0,18.7,16.6,124,1015.3,41.4,16.6,672,2.4,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T18:00:00,26.4,26.4,20,68.25,0,0,,0,0,16.9,14.5,128,1015.6,41.3,16.6,537,1.9,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T19:00:00,26.2,26.2,19.1,64.99,0,0,,0,0,17.3,12.7,128,1015.3,41.3,16.6,381,1.4,4,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T20:00:00,25.8,25.8,18.9,65.74,0,0,,0,0,10.1,11.9,120,1015.6,27.8,16.6,218,0.8,2,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T21:00:00,25.1,25.1,18.2,65.41,0,0,,0,0,11.9,11.1,111,1015.7,33.3,16.6,45,0.2,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T22:00:00,24.6,24.6,19.1,71.49,0,0,,0,0,9.7,10.5,111,1016.3,33.3,16.6,9,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-02T23:00:00,24.2,24.2,20.3,78.88,0,0,,0,0,9,9.6,103,1016.6,52.7,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T00:00:00,23.8,23.8,21.1,84.86,0,0,,0,0,9.4,6.5,119,1017.5,66.7,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T01:00:00,23.6,23.6,19.9,79.95,0,0,,0,0,9,4.6,182,1017.3,27.4,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T02:00:00,23.7,23.7,20,79.8,0,0,,0,0,7.2,3.8,310,1016.7,27.9,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T03:00:00,22.8,22.8,19.5,81.46,0,0,,0,0,7.2,1.6,326,1016.7,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T04:00:00,22.6,22.6,19.4,82.16,0,0,,0,0,6.1,4,306,1016.6,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T05:00:00,21.8,21.8,19.4,86.62,0,0,,0,0,5,4.8,309,1016.1,16.2,16.6,0,0,0,,Clear,clear-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T06:00:00,21.2,21.2,19.2,88.63,0,0,,0,0,6.5,4.8,307,1016,25,13.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,LELL,08181099999,08176399999"
Barselona,2023-07-03T07:00:00,21.5,21.5,18.6,83.3,0,0,,0,0,6.8,9.5,324,1016.5,25,14,21,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-03T08:00:00,23.2,23.2,18.7,75.94,0,0,,0,0,5.4,6.2,333,1016.7,27.8,13.3,115,0.4,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-03T09:00:00,25.2,25.2,19.4,70.65,0,0,,0,0,6.1,5.3,66,1016.7,41.3,16.6,287,1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-03T10:00:00,25.9,25.9,18.6,64.14,0,0,,0,0,4.7,8.4,139,1016.7,50,16.6,455,1.6,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-03T11:00:00,26.2,26.2,19.1,64.86,0,0,,0,0,14.4,11.2,145,1016.7,40.9,16.6,565,2,6,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-03T12:00:00,26.4,26.4,20.2,68.97,0,0,,0,0,20.5,15.6,163,1017.1,54.6,13.6,696,2.5,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
