name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Barselona,2023-07-07T04:00:00,21.7,21.7,18.9,84.19,0,0,,0,0,7.9,10.1,328,1015.2,21.1,15,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T05:00:00,20.7,20.7,18.6,87.42,0,0,,0,0,9,10.5,343,1014.7,0,14,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T06:00:00,20.6,20.6,18,84.9,0,0,,0,0,11.5,8.8,324,1014.7,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T07:00:00,21,21,18.2,84.1,0,0,,0,0,11.9,9.9,326,1015,16.5,14,26,0.1,0,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T08:00:00,22.8,22.8,18.2,75.34,0,0,,0,0,13.3,8.7,17,1015.6,33.8,13.3,100,0.4,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T09:00:00,25.2,25.2,19.4,70.46,0,0,,0,0,18.7,9.3,48,1016,45.6,16.6,332,1.2,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T10:00:00,26.6,26.6,18.4,60.83,0,0,,0,0,22.3,16.5,46,1015.9,25,16.6,475,1.7,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T11:00:00,27.8,28.6,17.7,54.22,0,0,,0,0,24.5,18.3,63,1015.5,57.3,16.6,638,2.3,6,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T12:00:00,28.1,28.8,17.4,52.32,0,0,,0,0,28.8,21.6,101,1015.4,25,16.6,468,1.7,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T13:00:00,28.9,29,16,45.72,0,0,,0,0,34.6,23.1,119,1015.5,25,16.6,810,2.9,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T14:00:00,28.7,28.7,15.6,44.95,0,0,,0,0,32,22.9,101,1015.6,63.2,16.6,308,1.1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T15:00:00,27.3,27.8,16.6,52.08,0,0,,0,0,37.8,19.8,104,1015.5,63.2,16.6,149,0.5,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T16:00:00,27.1,27.9,17.3,54.96,0,0,,0,0,42.5,21,95,1015.7,25,16.6,768,2.8,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T17:00:00,28.2,28.9,17.4,51.83,0,0,,0,0,40.3,21.5,68,1015,27.9,10,731,2.6,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T18:00:00,28.9,29.3,17,48.73,0,0,,0,0,34.6,23.2,73,1014.6,85.6,15,374,1.3,4,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T19:00:00,27.9,28.9,18.5,56.62,0,0,,0,0,34.2,17.3,86,1014.1,25,16.6,134,0.5,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T20:00:00,25.8,25.8,20.1,71.01,0,0,,0,0,34.6,21.2,107,1014,27.9,13,127,0.5,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T21:00:00,25,25,20.5,76.03,0,0,,0,0,33.5,13.3,82,1014.6,26.7,11.3,7,0,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T22:00:00,25,25,20.5,75.76,0,0,,0,0,27,13.4,46,1015.5,88,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-07T23:00:00,24.2,24.2,20.6,80.15,0,0,,0,0,28.8,13.5,17,1016.3,50,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T00:00:00,23.6,23.6,20,80.67,0,0,,0,0,25.2,13.5,2,1016.5,25,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T01:00:00,24.2,24.2,19.5,75.36,0,0,,0,0,24.5,13.7,52,1015.6,25,11.7,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T02:00:00,23.8,23.8,18.5,72.31,0,0,,0,0,16.6,8.8,25,1014.6,16.2,16.6,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T03:00:00,22.9,22.9,16.7,67.96,0,0,,0,0,15.8,10.1,334,1013.9,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T04:00:00,22.5,22.5,16.7,69.54,0,0,,0,0,16.9,6.6,1,1014.4,25,16.6,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T05:00:00,22.5,22.5,17.9,75.17,0,0,,0,0,16.6,10.4,21,1014.7,16.2,14.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T06:00:00,21.7,21.7,18.7,83.22,0,0,,0,0,12.6,16,17,1015.6,25,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T07:00:00,22.6,22.6,18.9,79.64,0,0,,0,0,11.2,15,21,1015.6,25,12,25,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T08:00:00,23.6,23.6,18.2,71.88,0,0,,0,0,9.4,14,352,1015.5,30,16.6,167,0.6,2,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T09:00:00,25.8,25.8,17.3,59.51,0,0,,0,0,38.9,12.4,338,1015.6,10,16.3,325,1.2,3,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T10:00:00,28.6,29.1,16.8,48.86,0,0,,0,0,11.5,10.7,356,1015.7,0,16.6,489,1.8,5,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T11:00:00,29.7,30.4,17.6,48.09,0,0,,0,0,17.3,14.1,122,1016,0,16.6,628,2.3,6,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T12:00:00,30.4,31.2,17.9,47.36,0,0,,0,0,20.9,10.1,129,1016.2,0,13.3,738,2.7,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T13:00:00,29.8,31.4,19.4,53.58,0,0,,0,0,23.8,14.4,137,1016.5,0,14.3,802,2.9,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T14:00:00,29.6,31.5,20.2,57.01,0,0,,0,0,25.6,16.8,115,1016.2,0,16.6,826,3,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T15:00:00,29.5,31.3,20,56.51,0,0,,0,0,24.1,17,130,1016.2,0,10.7,795,2.9,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T16:00:00,29.1,31.3,20.6,60.23,0,0,,0,0,24.1,17.2,124,1016.2,0,12.7,722,2.6,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T17:00:00,28.6,30.2,19.6,58.01,0,0,,0,0,24.5,19,130,1016.5,0,14,608,2.2,6,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T18:00:00,28.5,29.8,19.3,57.64,0,0,,0,0,22.7,16,129,1016.6,0,16,466,1.7,5,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T19:00:00,27.6,29.1,19.6,61.72,0,0,,0,0,19.1,12.9,133,1016.6,0,14.6,306,1.1,3,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T20:00:00,26.8,28.3,20,66.09,0,0,,0,0,18,13.7,105,1016.6,0,15,139,0.5,1,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T21:00:00,26.2,26.2,20.2,69.71,0,0,,0,0,19.4,11,102,1016.7,2.2,14,9,0,0,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T22:00:00,25.2,25.2,20.3,74.42,0,0,,0,0,20.5,10.5,89,1017.2,0,13,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-08T23:00:00,25,25,20.2,74.65,0,0,,0,0,19.1,10.1,356,1017.6,10,13.6,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T00:00:00,24.6,24.6,19.8,74.76,0,0,,0,0,13.7,6.8,21,1018,0,13.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T01:00:00,24.3,24.3,19.2,72.97,0,0,,0,0,7.9,5.8,20,1018,0,14.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T02:00:00,23.5,23.5,17.7,69.95,0,0,,0,0,8.6,6.7,330,1017.6,10,16.6,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T03:00:00,23.1,23.1,18,72.98,0,0,,0,0,6.5,6.1,358,1017.5,0,15.6,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T04:00:00,22.9,22.9,17.7,72.54,0,0,,0,0,6.1,5.9,341,1017.6,0,14.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T05:00:00,22.4,22.4,17.7,74.83,0,0,,0,0,4,4.1,337,1017.6,10,14.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T06:00:00,21.7,21.7,17.4,76.75,0,0,,0,0,4.7,5.7,314,1018.2,0,14.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T07:00:00,21.7,21.7,17.4,76.79,0,0,,0,0,5.4,6,346,1018.2,0.6,13.6,28,0.1,0,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T08:00:00,23.7,23.7,17.7,68.78,0,0,,0,0,5.8,5.9,341,1018.6,14,15.3,153,0.6,2,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T09:00:00,26,26,18.7,63.93,0,0,,0,0,7.2,4.4,344,1019,3.4,13,302,1.1,3,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T10:00:00,28.1,28.8,17.5,52.63,0,0,,0,0,6.8,4.2,28,1018.7,35.3,14,459,1.7,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T11:00:00,29,30.2,18.7,53.78,0,0,,0,0,10.1,8.5,160,1019,0,14,598,2.2,6,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T12:00:00,30.1,30.7,17.5,46.85,0,0,,0,0,12.2,11.1,153,1019,5.6,12.7,705,2.5,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T13:00:00,29.6,31.1,19.4,54.06,0,0,,0,0,18,15.6,148,1019.1,12.3,14,770,2.8,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T14:00:00,29.1,30.2,18.5,52.84,0,0,,0,0,19.4,16.2,141,1019.1,10,14,798,2.9,8,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T15:00:00,28.3,29.8,19.7,59.66,0,0,,0,0,19.4,18.1,127,1019.2,27.4,14.6,703,2.5,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T16:00:00,28.4,30.3,20.3,61.39,0,0,,0,0,17.6,16.1,131,1019.1,25,16.3,744,2.7,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T17:00:00,28.3,30.6,21.3,66.13,0,0,,0,0,14.4,14.1,126,1019,33.8,14,580,2.1,6,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T18:00:00,27.5,29.7,21.3,68.95,0,0,,0,0,12.2,13.9,129,1018.4,25,14,464,1.7,5,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T19:00:00,27.1,29,21.2,70.06,0,0,,0,0,12.2,11.3,111,1018.1,25,14,290,1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T20:00:00,26.6,26.6,21.6,74.18,0,0,,0,0,13.3,11.6,112,1018.4,27.9,13.3,127,0.5,1,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T21:00:00,25.4,25.4,21.3,78.3,0,0,,0,0,14.8,10.2,102,1018.6,25,12.7,18,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T22:00:00,24.5,24.5,21.5,82.92,0,0,,0,0,16.9,11.2,106,1019.2,25,10.7,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-09T23:00:00,24.2,24.2,22,87.53,0,0,,0,0,20.2,11.9,97,1019.6,16.2,11.7,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T00:00:00,24.2,24.2,21.6,85.34,0,0,,0,0,20.5,9.1,111,1020.3,25,12.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T01:00:00,24.2,24.2,21.7,86.29,0,0,,0,0,18.4,11.9,113,1021,50,12.7,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T02:00:00,23.6,23.6,22.2,91.99,0,0,,0,0,13.3,12.6,114,1021,53.6,11.3,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T03:00:00,23.8,23.8,22,89.85,0,0,,0,0,13,9.3,122,1021,95.8,11,0,0,0,,Overcast,cloudy,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T04:00:00,23.8,23.8,22,89.85,0,0,,0,0,13.3,7.7,99,1021,92.5,11.3,0,0,0,,Overcast,cloudy,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T05:00:00,23.8,23.8,21.8,88.94,0,0,,0,0,11.2,6.3,92,1020.7,84,11.7,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T06:00:00,23.9,23.9,21.4,86.11,0,0,,0,0,10.8,6.9,132,1020.7,95.8,13,0,0,0,,Overcast,cloudy,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T07:00:00,23.8,23.8,21.2,85.38,0,0,,0,0,14.8,7.9,360,1020.6,55.5,12,18,0.1,0,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T08:00:00,24.8,24.8,21.2,80.42,0,0,,0,0,16.2,9.5,329,1020.5,16.2,12.7,141,0.5,1,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T09:00:00,26.4,26.4,20.8,71.11,0,0,,0,0,25.9,9.3,13,1020.2,25,11.7,299,1.1,3,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T10:00:00,29,31.3,20.8,61.01,0,0,,0,0,14,5.9,94,1020,0.6,13,450,1.6,5,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T11:00:00,29.6,32.3,21.4,61.61,0,0,,0,0,14.4,12,108,1020.1,0,12.3,592,2.1,6,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T12:00:00,29.5,32.2,21.3,61.45,0,0,,0,0,15.8,16,131,1021,0,16.6,694,2.5,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T13:00:00,29.2,32,21.7,64.07,0,0,,0,0,16.9,17.5,133,1021,0,15.2,759,2.7,8,,Clear,clear-day,"D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T14:00:00,28.3,30.8,21.6,66.88,0,0,,0,0,18.7,16.8,122,1021,27.9,10,780,2.8,8,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T15:00:00,28.2,30.8,21.6,67.41,0,0,,0,0,19.1,16,144,1020.5,25,11.3,735,2.6,7,,Partially cloudy,partly-cloudy-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T16:00:00,28.8,31.3,21.3,64.21,0,0,,0,0,18,13.5,141,1020.1,0,16,693,2.5,7,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T17:00:00,29.7,32,20.8,58.98,0,0,,0,0,15.1,11.7,145,1019.4,0,13.3,587,2.1,6,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T18:00:00,29.5,31.6,20.5,58.3,0,0,,0,0,11.5,12.5,130,1018.5,0,14.6,443,1.6,4,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T19:00:00,29.1,31.4,20.8,60.89,0,0,,0,0,10.8,11.1,133,1018.1,0,14.3,281,1,3,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T20:00:00,28.1,30.5,21.4,67.03,0,0,,0,0,8.6,9.3,151,1018,0,13.3,121,0.4,1,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T21:00:00,27.3,29.5,21.7,71.56,0,0,,0,0,8.6,6.6,152,1017.7,5.5,14,16,0.1,0,,Clear,clear-day,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T22:00:00,26.2,26.2,21.9,77.15,0,0,,0,0,7.2,6.6,171,1017.7,27.5,13,0,0,0,,Partially cloudy,partly-cloudy-night,"LEBL,D1298,LELL,08181099999,08176399999"
Barselona,2023-07-10T23:00:00,25.8,25.8,22.2,80.52,0,0,,0,0,5.4,4.2,181,1018,10,12.3,0,0,0,,Clear,clear-night,"LEBL,D1298,LELL,08181099999,08176399999"
